GeoFIPS,GeoName,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
27085,"McLeod, MN",26707,27564,28414,30029,31355,31930,32575,33755,35624,34672,35442,38254,40385,40522,42710,43301,43763,44597,46947,47439,51663,57534,59413,61028,63908
27087,"Mahnomen, MN",21006,21497,20537,23515,22853,23197,24280,25855,28529,26279,27918,30134,33220,32825,31653,32871,32911,33085,35062,34729,41315,48434,49444,48502,51616
27089,"Marshall, MN",26363,23756,25347,31122,26267,27556,29176,33093,42660,33936,38462,43051,50684,50584,47235,48359,49322,49362,53247,52789,65008,73333,79724,71200,70172
27091,"Martin, MN",26545,27071,27550,29272,32567,33632,34072,34943,38599,37164,40094,42988,46231,44631,45700,46614,44614,46841,49678,50715,54395,61816,64456,61546,65079
27093,"Meeker, MN",23466,24523,24887,26034,28238,28792,29729,31499,33550,31608,33573,35201,37099,36597,38081,40142,39594,42048,43667,44108,48878,53364,55709,57291,59767
27095,"Mille Lacs, MN",22091,24087,24886,25487,27192,26970,28228,29695,30923,30298,31573,33067,34315,35237,36818,37903,38641,39745,41383,43258,47125,51724,51019,52895,55146
27097,"Morrison, MN",21809,22295,22852,24365,26581,26652,27389,29102,31557,30471,32245,34299,35818,35928,37764,38424,38128,39895,41376,41587,47215,51149,53155,53478,55116
27099,"Mower, MN",25416,27021,28383,29148,30204,30399,31088,32962,34880,35502,36603,39505,40939,42241,41287,44343,43527,44689,45456,45498,49895,55023,54905,57084,57577
27101,"Murray, MN",25290,26201,26348,28380,31569,33689,33727,37843,43071,41593,43989,49665,50284,48432,47562,49508,44780,47421,50254,51895,61788,64253,71204,68571,69933
27103,"Nicollet, MN",26741,28400,28103,29641,31866,33098,34577,34858,37054,35491,36919,39593,42405,42592,42667,44736,44262,46759,48266,49950,53186,56950,59134,61282,63673
27105,"Nobles, MN",24145,25063,25689,27269,30516,30565,30397,32424,34978,33804,36168,39659,40144,39216,41243,42738,38930,41355,42216,43093,51611,54833,59359,60362,61203
27107,"Norman, MN",25999,25250,24304,30936,28339,30177,31918,34378,42050,32126,35786,38110,43499,40705,33719,34599,33886,35323,36789,37492,50092,60218,62331,55271,54965
27109,"Olmsted, MN",32241,34302,35095,37154,37829,37891,39784,41574,42782,42385,45265,45796,47579,47562,49029,50860,52105,54059,56635,58038,61774,66398,68280,71570,74873
27111,"Otter Tail, MN",23152,24368,24833,26316,27718,27761,28348,30189,33640,33028,34830,37867,39430,40274,42653,42992,42909,44748,45823,46952,53161,56681,57931,59791,62053
27113,"Pennington, MN",26782,27477,27789,30507,30046,31096,31088,33699,37754,36535,39336,41881,45536,46016,46559,47456,48442,50510,55012,53788,59308,71346,66824,67852,71610
27115,"Pine, MN",21174,22491,22597,23311,24168,23889,24347,25603,26972,26969,28404,29573,30297,31145,32598,33812,35132,36290,37523,39016,42938,45883,45258,46425,48677
27117,"Pipestone, MN",24689,25501,24563,26736,30510,32191,31395,32736,38029,37594,41735,45284,47107,45906,49227,48402,45028,50452,51903,51639,56997,64474,71333,71965,75271
27119,"Polk, MN",23689,23868,24209,27617,27404,28309,30208,32143,37556,34624,36497,39200,42743,44158,41801,42584,42834,43728,45605,46413,53650,59579,61274,61134,62060
27121,"Pope, MN",23714,25566,26380,28599,29385,29708,29101,31260,35066,33473,35682,39038,43640,44611,45131,46145,45094,47388,49233,49573,56597,64219,63650,65819,66989
27123,"Ramsey, MN",33495,35009,35605,36587,38607,39436,40851,42299,42551,40271,41335,43330,44669,44778,46849,48933,49918,51230,53073,54064,57807,64496,66022,69102,71769
27125,"Red Lake, MN",22550,21615,21745,25764,24665,25715,27886,30430,35544,32162,35622,38757,43627,43874,42854,44170,44460,47842,50698,50067,56943,68362,71920,67760,70258
27127,"Redwood, MN",25085,25889,25370,27026,29653,31173,31657,34045,39309,39633,41357,43896,46147,46991,49304,51087,46369,44961,47350,51425,60577,70994,75500,80953,82908
27129,"Renville, MN",23993,25294,26954,28318,30060,31394,32815,35029,41648,37749,40643,43201,48760,49448,46411,48740,45516,47188,48399,46921,55805,63212,66598,64532,65878
27131,"Rice, MN",23978,25871,26486,27042,28642,29453,30945,32572,33722,32661,33565,35293,36873,37094,38592,39869,40064,41817,43492,44425,47639,53158,53519,55040,57160
27133,"Rock, MN",25048,27287,27698,28023,30574,33855,34895,36437,39601,35328,38980,44829,46907,44615,47943,48258,44212,47575,48408,47734,56765,58048,64262,63104,66397
27135,"Roseau, MN",27071,27226,27300,31280,30974,32854,33380,34382,38149,33412,36020,40199,43485,41265,41085,43585,42921,44571,48286,47022,53714,61226,61536,62385,63246
27137,"St. Louis, MN",26609,26905,28090,28873,29982,30092,31667,33350,35605,35110,37551,39907,40575,40065,41449,42431,42141,43561,46363,47753,50734,56050,56554,58794,61867
27139,"Scott, MN",33624,34382,33687,34535,36449,38251,39973,42722,45201,43467,44722,47608,49575,49686,52095,53679,55748,57911,61137,62453,65193,72385,76583,81373,84901
27141,"Sherburne, MN",25746,27703,27892,28934,29918,30871,32245,34358,35251,34281,35126,37722,38811,39922,41038,43030,44094,46293,47159,49257,52084,56265,56903,58827,61662
27143,"Sibley, MN",22983,24685,25385,26554,29620,30804,31632,33217,36154,34935,36753,39956,42191,41727,42021,43264,42247,44221,45622,46871,52873,58330,60625,60794,62578
27145,"Stearns, MN",25184,26687,27599,28507,29732,30293,31360,32955,34671,33492,34578,37472,39082,40145,42346,43052,42975,44962,46731,48501,53463,58940,60580,62452,64935
27147,"Steele, MN",27356,28381,28656,29012,31100,31389,32743,33913,36544,35623,36648,38539,39979,41038,40665,41465,41532,44101,45057,46199,50172,55935,56035,57807,61040
27149,"Stevens, MN",25268,27812,29336,31195,33332,33887,34343,37150,41179,36821,40340,45844,57714,52918,52484,47320,44370,45638,45609,46600,55484,61124,64457,57161,60874
27151,"Swift, MN",20531,24728,26540,25592,28644,30471,32230,31912,35265,33084,36377,40990,46218,44667,46470,51166,45477,44722,45246,45125,52759,59930,70176,74136,74868
27153,"Todd, MN",19876,20048,20863,22143,23941,24489,25655,27540,31149,31282,32711,33677,35818,35284,37072,36902,36170,39825,41161,42505,43750,55712,58680,62887,64541
27155,"Traverse, MN",23620,23607,25413,26848,28472,28670,30099,33934,39840,37619,41126,43635,64953,62834,49643,53962,49019,50304,50314,48778,65683,74633,87727,82711,82108
27157,"Wabasha, MN",26370,29066,29779,31073,32968,31751,30825,33566,35982,34867,36513,39559,41916,41813,43389,43746,44068,46188,47781,49963,55849,60086,60798,62080,65696
27159,"Wadena, MN",19343,20932,22202,23755,24434,23949,24364,25190,27308,28135,29462,31272,32552,33315,34682,35848,36208,37170,38508,39326,43675,47743,47978,50293,52596
27161,"Waseca, MN",23778,25166,25444,26479,28193,28974,29761,31344,35085,35051,37682,39976,41935,42333,42912,44639,41340,41443,41032,41459,46957,54253,59697,64304,68308
27163,"Washington, MN",36436,38769,39127,40395,43181,43477,45202,47259,48631,46664,47974,51471,52841,54372,57502,60235,61529,64370,66344,68897,71178,77172,79112,83169,86217
27165,"Watonwan, MN",23523,24512,24410,25763,29263,29722,29340,30324,33364,32670,34669,38674,40257,39206,37800,37937,38482,40287,41744,44011,49677,55771,57385,55809,56598
27167,"Wilkin, MN",23798,28501,29656,32603,31486,31604,34956,37259,44045,37070,44148,46744,54682,54522,46509,48243,47651,48756,49885,48247,58373,68636,75425,75960,73320
27169,"Winona, MN",24615,25469,26284,27496,29038,29673,31236,32119,34820,33033,35018,38631,42620,40536,43414,44845,45933,46883,47438,48505,54784,58235,57044,58543,60968
27171,"Wright, MN",27666,29319,29738,30594,31862,32628,33527,35860,37817,36303,37178,39765,41181,41881,43722,45209,46374,47845,50007,51902,55338,60852,61989,64440,66574
27173,"Yellow Medicine, MN",23705,24167,24517,26905,30814,32611,33648,35658,39263,37650,39642,46123,47238,45441,44998,51390,46927,47769,50381,55399,61373,65779,72441,77250,78156
28001,"Adams, MS",21564,22089,23074,22530,23309,24799,26701,27730,30334,28687,29314,30928,32471,33090,33730,32604,32159,32497,34196,36052,39540,46795,43787,46370,48640
28003,"Alcorn, MS",20017,20893,20916,21255,22448,23092,23786,24590,25996,26387,27662,29273,30843,31408,32198,33338,33992,35672,37742,38560,41719,44759,44836,47928,48741
28005,"Amite, MS",17908,18978,19046,19424,20872,21840,22322,23856,25791,25328,25845,26124,27181,28473,30002,30145,30532,32718,33739,33358,35326,38907,39340,42248,45249
28007,"Attala, MS",17936,18870,22328,21503,21516,22203,23807,25251,26984,27268,28101,30601,30457,30797,31169,31642,32046,32615,33040,34920,39489,43381,40715,42869,44371
28009,"Benton, MS",15692,17455,17803,18935,19889,20212,20918,21380,22685,22655,23056,24664,25848,26730,27815,29395,29649,31452,33034,34869,38572,42739,42245,45256,46176
28011,"Bolivar, MS",17723,20609,19809,21472,22988,23765,25065,27519,27651,28312,29540,31168,31953,33459,32836,33301,35047,36113,37201,37310,41867,48591,47065,51558,51666
28013,"Calhoun, MS",19018,20222,20071,20932,21791,22586,22166,23531,23780,23392,25854,28125,27877,29475,29010,29800,31160,32268,33819,35190,39897,43259,40809,42758,44156
28015,"Carroll, MS",18761,20639,20248,20395,21529,22520,23703,25251,25609,26132,27776,30508,31314,33338,32464,33375,34463,36026,37003,37932,40863,45674,42929,45476,48341
28017,"Chickasaw, MS",18486,20028,20379,21229,21935,23140,24162,25393,27187,26941,28271,29578,29925,29971,30918,30437,31298,33455,32902,34410,38343,42600,39128,40074,40677
28019,"Choctaw, MS",14764,15728,16055,17369,19179,20145,20396,21899,23154,23366,24198,26089,26885,27887,28056,29471,31074,31569,32234,34018,37531,41609,40393,42400,43892
28021,"Claiborne, MS",16023,17295,18064,19051,19807,20912,21845,24271,25666,26819,28005,27757,28674,28875,28165,28466,28433,29743,30027,31384,34612,38901,37204,40195,42985
28023,"Clarke, MS",17969,18997,19592,19525,21274,23794,25554,27583,29183,28779,29818,30930,33281,35267,35725,34765,35008,35554,36963,37896,41676,43415,43748,46643,50092
28025,"Clay, MS",19693,20546,20605,21651,23988,25369,27511,28177,29236,28247,29866,31967,33629,33150,33336,32497,33719,35378,36375,39109,43176,48880,48544,51878,54186
28027,"Coahoma, MS",20252,21931,20735,22497,23431,24702,25311,26389,26444,28057,29023,31390,29588,32857,31435,31375,33492,34304,34915,37030,41212,46377,44761,48095,49673
28029,"Copiah, MS",17020,18782,19647,20491,21240,22505,23599,24790,26757,26847,27738,29080,29982,30366,30752,31389,31056,31812,32506,33549,36627,39824,39801,41805,44171
28031,"Covington, MS",17359,19048,19246,19888,22310,24089,24058,25602,28164,27579,27805,28042,29278,32226,33877,33010,32102,36041,37534,38304,39626,44577,47343,47626,52277
28033,"DeSoto, MS",26525,26947,27255,27703,28247,29707,30728,32292,33443,32124,32460,34013,35455,35683,36237,37709,38922,40301,41831,43856,47077,52231,52752,55084,57305
28035,"Forrest, MS",22358,23426,24645,24842,25992,27288,28561,29135,30331,30390,31684,32585,33952,33775,34731,35519,35586,36083,36843,36470,39968,44119,42940,45741,47943
28037,"Franklin, MS",15924,17337,18273,18662,20074,21301,22714,23752,25692,26616,28111,29295,30476,31126,31932,33072,32749,33090,33702,36160,38865,41162,40733,43034,46415
28039,"George, MS",19045,20007,20459,21409,22237,25134,25202,26179,28214,27974,28283,29034,30311,30516,31830,32012,31708,32195,33632,34191,37795,39915,39539,41084,42638
28041,"Greene, MS",14133,14556,14817,15415,16521,17480,18486,18872,20707,21054,22389,24003,24308,26107,26657,28488,28020,27806,27927,28619,31711,33544,33776,33657,35700
28043,"Grenada, MS",20445,22034,22780,23922,25544,26358,27652,28120,29395,28559,29769,31515,30919,30208,30602,31552,32508,33070,34135,35449,38810,43536,42253,44409,46619
28045,"Hancock, MS",21979,22488,22755,23282,24327,26821,29370,38890,33370,32860,33699,32094,32419,32231,33583,32932,33636,34472,35685,37898,40600,45161,45472,48269,50489
28047,"Harrison, MS",25607,25442,26151,27227,27116,28964,31320,34465,34095,34150,35081,34446,34649,34197,34608,34942,35576,36149,36689,38060,41712,46616,45764,48945,50986
28049,"Hinds, MS",25603,26645,27394,28169,28812,30503,32108,32561,35080,33198,34567,36972,36895,36652,37738,37866,37494,37363,38355,40117,44458,47720,48589,51876,54448
28051,"Holmes, MS",13645,15293,15164,17194,18979,19717,20282,22036,22564,23068,24406,25864,25609,26340,25601,25784,27083,27278,28023,29464,33006,37350,35336,38530,40609
28053,"Humphreys, MS",18372,20001,17564,20750,22946,21969,21735,23935,22462,23229,27181,29680,26620,30437,28573,27551,30252,31782,31938,34334,39298,44141,41242,44359,44425
28055,"Issaquena, MS",13027,18823,13161,18265,20265,24699,20675,28643,19012,21875,21672,24341,23842,30592,20060,14197,20427,18905,20570,25070,30411,36528,32815,35975,27264
28057,"Itawamba, MS",19840,20847,21769,22364,23557,24164,25375,26548,27434,26874,28150,29207,30585,30038,31038,31295,32149,33055,34592,35450,38912,41913,41029,42609,44473
28059,"Jackson, MS",23338,23912,24000,25168,25941,28650,29233,34324,34224,33799,34396,35085,34692,34571,34989,35213,35988,36472,37094,38526,41526,46091,45306,48268,50536
28061,"Jasper, MS",17212,18891,19449,20244,22171,24019,25004,26538,28798,28676,29555,29083,31973,33851,35659,35495,34266,37622,39275,41010,41544,45755,46777,46297,50873
28063,"Jefferson, MS",12518,14615,15155,16122,18050,20062,21125,22820,24922,25462,26648,28194,28317,30638,30290,30094,30699,31688,33411,33842,36852,39911,39403,42179,45002
28065,"Jefferson Davis, MS",15635,17029,17348,18061,19925,21188,21049,22671,25810,25096,24974,25350,25675,26587,26724,27202,27325,29155,29664,30029,33096,36962,37959,39439,42660
28067,"Jones, MS",21604,22850,23454,24367,25956,27431,28689,30201,32320,31844,32943,33539,34536,35225,37606,36790,35833,36982,37895,38860,40914,45029,47982,49007,51824
28069,"Kemper, MS",16885,18164,18165,18264,19064,19199,19242,19382,21356,22524,23054,24174,25961,28126,27375,27312,28905,28926,30623,31988,36075,38668,37198,39321,41684
28071,"Lafayette, MS",21993,22834,23655,24060,25877,28295,29631,30535,31432,30881,31089,32879,34155,33521,34804,36556,38396,39428,41174,42595,45806,48987,49141,52663,55457
28073,"Lamar, MS",21049,22768,23199,23553,24802,26010,28180,29627,30946,30928,31599,32863,34270,34802,36121,38043,37957,38945,39262,41279,43788,48568,49644,51784,54455
28075,"Lauderdale, MS",23114,23974,24877,25777,26630,27463,28987,29818,31677,30720,30933,31951,34402,34826,34946,35399,37034,37059,37893,40185,43854,47404,47206,50830,53272
28077,"Lawrence, MS",21146,21459,21080,21711,23385,24978,24827,25640,27640,27615,28345,27996,30285,32420,32791,32923,31698,34395,35950,36688,38232,43355,44844,46694,51006
28079,"Leake, MS",18446,19612,19304,19532,21401,21482,20217,20602,22721,22918,24068,23660,25649,28380,30867,30881,29584,33001,33595,34108,34821,40433,41853,41202,44888
28081,"Lee, MS",25745,26860,27722,27860,28772,29289,29901,31070,32165,31255,32390,34148,34868,35306,36612,37825,39277,40823,41691,44117,47124,52875,51917,53910,56315
28083,"Leflore, MS",18325,20239,20400,22338,23762,24852,25580,26844,26284,27105,28673,30605,32653,33357,31921,32145,33924,35282,36245,38184,42171,50067,48537,51813,52765
28085,"Lincoln, MS",20233,23062,22816,23558,25096,26645,27694,28783,30923,29551,30806,32039,33603,34080,34950,35416,35530,36706,37565,38938,41497,44626,45351,48015,50714
28087,"Lowndes, MS",22008,22826,23507,24139,25114,26723,28634,30241,31353,30514,31623,33563,35523,35253,34922,34992,35864,36659,37685,40193,43522,48117,48381,51188,54109
28089,"Madison, MS",32913,34591,35231,36503,39730,42447,45780,46637,51607,47717,49653,51671,54603,56053,57692,58316,59165,60435,61996,64546,68742,78010,80425,86326,90668
28091,"Marion, MS",17507,19710,20023,20373,21074,22376,22826,23580,24870,24680,25815,26101,27832,29448,29251,30356,29905,32406,37575,38098,39395,41338,40708,43187,46545
28093,"Marshall, MS",17760,18921,19159,19592,21463,22582,23495,24210,25367,24873,25497,27011,27826,28718,29209,30359,31128,32282,34260,36514,40234,45084,44114,46355,48141
28095,"Monroe, MS",19571,20709,20765,21547,23434,24366,24988,26220,26904,26394,27420,29326,30238,30635,31814,32531,32899,33972,35526,37179,40718,44679,43161,44737,46700
28097,"Montgomery, MS",18092,19000,19139,20332,21907,22719,23509,24677,26593,26441,27059,28659,28482,28688,29883,30835,31254,32434,33140,34575,38211,42578,41406,43513,45706
28099,"Neshoba, MS",21946,24374,25067,26483,28286,28974,28261,28741,30801,31270,32244,32351,34059,33605,33725,33433,33092,35219,35753,37848,40073,45296,46586,46850,49561
28101,"Newton, MS",19229,20494,21143,22231,23780,24388,24311,25719,27769,28179,28749,28957,30419,31872,33088,32529,32090,33549,34493,35404,36823,41806,40943,41769,44194
28103,"Noxubee, MS",16932,18778,18073,18971,20557,21142,21469,22814,23645,23520,25452,27449,28900,33541,30380,29773,30644,31432,31204,34506,37575,45141,42937,45638,47881
28105,"Oktibbeha, MS",19766,20581,21476,21843,23317,24428,25517,26256,27783,26697,27577,29128,29126,29423,30062,30435,31404,31798,33072,34014,36635,40122,39632,42361,44064
28107,"Panola, MS",17578,19406,19098,19827,20806,22267,23314,24683,25349,25258,26593,28375,29638,30836,30304,30800,31336,32234,33149,34268,38767,42621,41373,43189,45138
28109,"Pearl River, MS",18779,19967,20731,21741,22897,25027,26493,28361,30085,30228,31893,32847,32917,32656,33190,34177,34372,34977,35992,37931,39851,43804,43828,46595,49050
28111,"Perry, MS",15049,17086,17549,17880,19731,21892,23640,24627,25381,25738,25986,26674,27730,29049,29473,30434,30854,32252,33566,33310,35718,38044,37116,40720,43179
28113,"Pike, MS",18901,20206,20893,21463,22130,23607,24171,25011,27024,26267,27226,27389,28385,28707,29443,29475,29192,29465,29875,31357,34037,38237,36981,39771,42327
28115,"Pontotoc, MS",18795,19822,20759,21427,22730,23688,24193,24908,25898,25835,26742,29245,29627,29336,29695,31194,31941,32644,33750,35127,38575,43091,41885,42699,44345
28117,"Prentiss, MS",16892,18221,19239,19619,20494,21129,22163,23449,24734,24388,25418,26120,27139,26943,27836,28559,29039,29932,30256,32048,35310,38466,37799,39550,41034
28119,"Quitman, MS",15080,19804,16836,19066,20726,22107,21163,23474,23997,23315,24723,27519,24909,28705,26515,25804,28295,28745,30670,31711,35708,42854,41967,44692,42946
28121,"Rankin, MS",27055,27952,28184,29051,30581,32215,34318,35606,37332,36572,37068,38583,40046,40533,42324,42912,42820,43447,44069,45156,48246,53135,53768,56989,59953
28123,"Scott, MS",18064,19255,19136,19610,21616,22603,21708,22807,24522,25112,25764,25380,26124,27518,29315,29255,28706,30886,31322,31790,33271,38332,38390,39447,41946
28125,"Sharkey, MS",15965,19888,16566,20569,22649,23248,22273,26383,21762,22118,27177,29880,31576,36712,31038,29372,32707,35574,35548,36660,43490,53773,53591,58725,55707
28127,"Simpson, MS",18662,21130,21163,22141,25129,25575,25249,26970,28935,28871,29832,29747,32175,33783,35478,34894,34540,36776,37680,38502,40645,44998,46050,48139,51041
28129,"Smith, MS",20229,22608,22025,22788,25575,26171,23519,24291,26197,27040,28209,26549,29146,33079,35139,34135,32900,36838,38985,39700,40417,45415,48238,47768,52922
28131,"Stone, MS",19825,19813,21817,23539,25062,26639,25539,26694,27069,27665,27984,29445,29292,29795,30385,30177,30722,31141,33113,34480,36994,39502,39642,41889,43435
28133,"Sunflower, MS",16276,17189,16091,16985,18731,20065,20768,22591,22552,23390,24439,24879,26392,27274,26291,25995,27795,28679,28906,29601,33944,39130,37660,40658,41489
28135,"Tallahatchie, MS",15639,18455,16782,18972,20937,21377,20342,22020,22132,21804,21766,24418,26308,29225,26812,26398,29075,30519,30707,31869,35930,44424,43054,46476,50077
28137,"Tate, MS",21404,22191,22634,23445,24739,25516,26282,27193,28095,27985,27920,29418,30507,31324,31501,32342,33825,34317,35774,37984,41018,45129,44670,47273,48572
28139,"Tippah, MS",19556,20426,20577,21057,22326,22984,23428,24235,25448,25373,26405,28197,28876,28712,29349,30341,31099,34644,36451,37946,42464,44754,43075,46275,48157
28141,"Tishomingo, MS",18590,19422,20034,19861,20366,21153,22162,23370,24906,24838,25931,27008,28263,28427,29351,30467,31347,31797,34185,35865,39119,42080,42281,45640,47200
28143,"Tunica, MS",17167,21634,17889,20674,23327,23959,24066,26153,27418,27000,26951,28861,29188,32296,29887,28751,30929,31212,31051,33514,38879,43560,45810,47633,47310
28145,"Union, MS",20026,22126,22699,22413,22741,23131,23778,24979,25537,25332,25888,27919,29164,29563,29480,30351,31241,31934,32824,35262,38000,41802,41233,42402,44305
28147,"Walthall, MS",16336,17310,17138,17697,19974,21290,21127,21988,23672,23473,24728,25180,27471,29450,30055,30927,30140,32330,32330,33122,34872,38878,38107,39302,42077
28149,"Warren, MS",25620,27017,27945,29097,29480,30857,31433,32007,33850,32758,33414,35031,35550,35359,35575,36687,37705,38134,39720,40838,45004,49017,49373,51995,54294
28151,"Washington, MS",19043,19973,19929,21644,23633,24233,24927,27261,28573,28475,30042,31082,33123,33485,32620,32966,33892,34283,35358,36556,41188,46008,45448,48488,50860
28153,"Wayne, MS",17083,18472,18539,19330,21538,23250,23555,25134,27173,27146,28273,29195,31579,33180,35223,33268,31862,34546,35714,36961,38067,43196,45305,44754,48666
28155,"Webster, MS",18805,20443,19502,20905,23042,24550,25138,26698,27665,28760,29609,31214,31537,33283,31458,33878,35531,36598,36850,38763,41751,45333,44285,46813,48459
28157,"Wilkinson, MS",14807,16801,17202,17362,18773,19614,19982,21182,23043,23887,25100,26364,26845,26597,27014,27016,27234,28211,28837,30209,34201,37165,35463,39292,41354
28159,"Winston, MS",18632,18800,19499,20656,22354,23517,25016,26027,28388,25895,26749,27701,29271,30517,31978,31870,32377,34311,34934,36263,39087,43798,43394,46025,48812
28161,"Yalobusha, MS",18825,20437,20514,21141,22128,22534,23438,23970,25007,25159,27728,30337,31550,32359,32667,32997,33253,34223,35626,36946,40350,43121,41921,44188,45161
28163,"Yazoo, MS",17901,20320,19394,21312,22174,22449,22285,23501,23197,23860,24584,26836,26982,28888,27543,28335,28725,27886,28013,28715,33918,39568,38350,41569,45407
29001,"Adair, MO",20346,20900,20874,21095,22234,23109,24105,25410,26662,27935,27258,28319,28563,29256,29875,30911,31048,31112,31944,32991,35771,37967,37154,39985,41212
29003,"Andrew, MO",25861,25777,25511,25923,28230,28809,30413,33055,36155,36215,35407,37176,37552,38757,39536,39827,40690,41850,41600,44035,47463,50785,52012,54459,56586
29005,"Atchison, MO",25735,25877,24890,26933,30546,29309,30211,32596,39056,42598,41733,43744,42505,52174,49842,36614,41011,40516,36765,44630,49782,54117,56885,56844,53911
29007,"Audrain, MO",23067,23536,22961,23726,27422,26699,28046,30262,30821,31547,32492,33582,32986,34698,35739,37306,36962,36839,36312,37802,41256,43957,46011,48966,49041
29009,"Barry, MO",20745,21385,21860,22127,24341,25196,25788,27173,29186,28338,29285,29531,28827,30627,33087,35059,34356,34296,36418,36167,38730,42164,45003,45686,47374
29011,"Barton, MO",20001,21675,21505,22986,24864,24965,25387,26636,29474,30044,30369,31635,33090,34342,33892,32354,32727,34188,34410,35912,41082,42957,45706,47297,47739
29013,"Bates, MO",21640,22167,21280,22522,25217,25304,25931,27495,30406,30655,30399,31466,33425,35286,35302,34777,36180,38011,38374,40576,44772,47677,48561,52153,52804
29015,"Benton, MO",19517,20036,20239,20414,22388,22511,23688,24780,26549,27825,29026,29901,30374,31720,33152,34774,33893,35416,37274,39000,41104,43514,44220,46448,48570
29017,"Bollinger, MO",18572,18838,19447,20303,21832,22359,22554,23250,25242,25835,26253,27856,29602,29924,30481,31329,33361,34253,36018,37885,42326,45360,46190,48783,49617
29019,"Boone, MO",28061,29089,29485,30363,32037,32557,33791,34670,37107,38319,37622,38820,40473,41093,41861,43471,43868,45180,45888,48595,50822,54731,56139,59152,62123
29021,"Buchanan, MO",24635,25059,25942,26651,27870,28496,29794,30455,32206,31606,31663,33468,34852,35399,36085,36809,37115,38207,38801,40520,43834,46894,48876,52450,54306
29023,"Butler, MO",22762,23529,24039,26110,27067,27170,27250,28436,30431,30420,31150,31919,32724,32839,33718,33410,34149,34487,35165,36046,40797,43553,43274,46160,47775
29025,"Caldwell, MO",24919,24290,22370,22508,25576,25527,25679,26611,28596,28624,28176,30432,30095,31926,33734,33945,35281,36641,37852,39722,42727,45469,46050,47815,48766
29027,"Callaway, MO",21333,21942,22285,23603,25983,26331,27453,29272,30519,30877,31422,32168,32677,33519,34212,34732,35414,36868,37335,40067,43451,45573,46934,50433,52873
29029,"Camden, MO",25089,24914,25100,26097,27056,27992,29219,29591,30826,30061,29298,31272,32222,32732,34897,36644,37019,38881,39954,42005,46110,54805,50912,55024,58128
29031,"Cape Girardeau, MO",25766,26683,27623,28777,30414,31223,32654,34789,35211,34524,35028,36315,38485,38460,38778,40232,40911,41827,43317,43303,46318,48750,50393,53810,55279
29033,"Carroll, MO",22074,23547,23891,25575,29301,28883,31258,34827,38957,37176,34860,37962,38052,41465,44076,41366,44325,43280,42125,47121,50921,57188,60534,63184,62123
29035,"Carter, MO",18296,18829,20385,21638,23583,24074,24784,24720,26402,27474,27700,28241,29006,28288,29699,31714,32884,33621,34977,38801,42920,45954,47047,50248,52549
29037,"Cass, MO",26918,28327,28589,29600,30088,30561,32337,33943,35916,35541,36212,37409,38277,39214,40437,42094,44252,44930,46151,48531,51447,54467,56575,60278,62709
29039,"Cedar, MO",18037,18828,18865,19797,21406,21662,22798,24089,25667,26154,26524,26819,27110,27653,28858,29660,29146,29738,30872,31849,34568,36764,37091,40602,42259
29041,"Chariton, MO",23600,24205,23762,24965,27900,27452,28718,31786,35560,36858,35484,39439,37879,41543,42147,38118,39972,40689,40592,44204,48184,52174,52010,55950,55848
29043,"Christian, MO",23543,24011,24356,25198,26388,27358,28290,29295,30713,30513,30721,31815,33318,33787,35136,36747,38160,39165,40796,42582,45335,48738,49775,53327,56118
29045,"Clark, MO",20801,19788,20255,22063,23880,23331,24262,26415,28175,28693,27776,30613,32144,35753,35954,33580,36052,35926,34215,36855,41070,44006,44984,47130,46744
29047,"Clay, MO",30507,33971,34824,35737,34689,34623,35511,37543,39758,39716,39933,39935,40403,41584,43153,45289,45614,46374,47465,49112,52801,55861,56764,59761,62130
29049,"Clinton, MO",24428,25265,25230,25479,27510,27841,29015,30495,32796,33010,32694,35171,34298,36111,37961,37828,38952,39685,40434,42559,46099,48148,50283,52803,54672
29051,"Cole, MO",29181,30192,30531,31785,33084,33735,35709,36989,39219,38036,38233,39040,41123,41189,41549,42405,43132,44630,45259,48120,52279,55221,57022,61041,64594
29053,"Cooper, MO",21079,21468,21923,23067,25423,25181,26311,28258,30056,29369,30143,31380,31999,33104,34095,34399,35632,37238,38276,40153,45788,49987,51419,54403,55627
29055,"Crawford, MO",21181,22047,22098,22231,23293,24036,24202,24360,25412,26210,27525,28236,28845,29553,29914,32519,33901,34475,35958,36946,40005,43881,45008,48857,50563
29057,"Dade, MO",18917,19891,20009,22628,24744,24128,24354,25177,26977,26361,26283,26536,29880,31083,33498,31445,31389,31964,33640,35465,38248,41882,44419,46516,47998
29059,"Dallas, MO",19510,19492,20158,20794,22251,22876,22888,23120,24509,24066,25267,26031,27307,27490,29690,30471,31240,31688,32862,33939,36175,39178,40386,41984,44136
29061,"Daviess, MO",21633,21548,20787,21456,24396,24186,24723,26895,29147,29037,27912,30816,30166,31661,33026,29711,30563,30807,31357,33172,37010,38321,38603,41732,44071
29063,"DeKalb, MO",14644,15540,15502,16064,19344,19667,20542,22009,23161,23226,22980,25025,23456,24677,25067,24809,25614,26603,27570,33601,34379,35927,37993,45084,46449
